time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-09-30T23:38:49.801Z,52.7911,160.2161,39.467,4.4,mb,39,160,0.977,0.97,us,us7000nhby,2024-09-30T23:57:56.040Z,"111 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,9.52,8.821,0.078,47,reviewed,us,us
2024-09-30T22:04:27.610Z,17.9701666666667,-66.9975,6.27,2.6,md,18,170,0.04448,0.17,pr,pr71461443,2024-09-30T22:33:32.100Z,"5 km E of La Parguera, Puerto Rico",earthquake,0.39,0.26,0.233093077071127,6,reviewed,pr,pr
2024-09-30T19:56:27.296Z,14.587,-93.8408,10,4.3,mb,29,192,2.211,0.5,us,us7000nhb0,2024-10-04T13:24:16.040Z,"119 km SW of La Esperanza (El Zapotal), Mexico",earthquake,8.6,2.007,0.116,21,reviewed,us,us
2024-09-30T19:25:16.802Z,-36.5004,-71.781,96.246,4.3,mb,32,124,0.44,0.8,us,us7000nhap,2024-10-04T16:11:50.040Z,"14 km NNE of Coihueco, Chile",earthquake,8.3,6.682,0.201,7,reviewed,us,us
2024-09-30T18:16:23.959Z,13.3562,-90.9403,35,4.3,mb,35,192,1.245,0.93,us,us7000nhag,2024-10-03T17:44:59.040Z,"64 km SSW of Puerto San José, Guatemala",earthquake,6.84,1.988,0.076,49,reviewed,us,us
2024-09-30T17:38:33.888Z,13.2511,-90.909,41.195,4.6,mb,63,143,1.274,0.74,us,us7000nha6,2024-09-30T20:07:55.040Z,"75 km S of Puerto San José, Guatemala",earthquake,7.66,7.322,0.044,155,reviewed,us,us
2024-09-30T15:25:17.084Z,-5.7105,131.2208,79.258,4.6,mb,28,88,1.764,0.83,us,us7000nh91,2024-09-30T18:53:29.040Z,"169 km W of Tual, Indonesia",earthquake,7.88,4.64,0.122,20,reviewed,us,us
2024-09-30T15:19:27.825Z,52.6976,160.1777,53.094,4.4,mb,46,120,0.982,0.74,us,us7000nh90,2024-09-30T17:06:05.040Z,"112 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,8.06,6.106,0.083,42,reviewed,us,us
2024-09-30T15:15:49.348Z,48.485,-116.4545,10.305,2.7,ml,37,104,0.497,0.63,us,us7000nh8y,2024-10-02T02:14:38.520Z,"19 km NNE of Kootenai, Idaho",earthquake,2.13,8.405,0.053,46,reviewed,us,us
2024-09-30T12:21:58.647Z,53.0351,160.2623,31.539,5.9,mww,110,76,0.974,1.61,us,us7000nh82,2024-10-01T12:25:26.921Z,"109 km E of Petropavlovsk-Kamchatsky, Russia",earthquake,7.52,3.556,0.041,56,reviewed,us,us
2024-09-30T11:14:21.623Z,-20.1453,-70.5425,35,4.1,ml,13,193,0.406,0.88,us,us7000nh7u,2024-10-01T05:36:52.395Z,"41 km W of Puerto, Chile",earthquake,5.17,1.976,,,reviewed,us,guc
2024-09-30T10:46:46.710Z,62.9672,-150.5342,87.3,2.6,ml,,,,0.68,ak,ak024clbhdvd,2024-10-01T09:09:19.040Z,"53 km NNE of Petersville, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-09-30T10:04:46.755Z,8.5437,126.6047,86.864,4.6,mb,42,132,1.783,1.71,us,us7000nh7k,2024-10-08T06:42:07.040Z,"35 km ENE of Hinatuan, Philippines",earthquake,13.38,6.54,0.088,38,reviewed,us,us
2024-09-30T06:42:22.218Z,-25.1557,-70.5533,35,4.2,mb,23,138,0.873,0.74,us,us7000nh6t,2024-09-30T10:27:52.040Z,"28 km NNW of Taltal, Chile",earthquake,4.46,1.969,0.167,10,reviewed,us,us
2024-09-30T05:59:45.560Z,17.427,-67.883,36.63,3.08,md,6,251,0.9357,0.08,pr,pr71461388,2024-09-30T06:46:49.580Z,"95 km SW of Pole Ojea, Puerto Rico",earthquake,1.94,8.35,0.0420722031137759,4,reviewed,pr,pr
2024-09-30T02:44:33.591Z,9.1226,40.0768,10,4.5,mb,28,110,3.627,0.46,us,us7000nh6y,2024-10-06T18:27:57.768Z,"18 km NNW of Āwash, Ethiopia",earthquake,12.31,1.944,0.118,21,reviewed,us,us
2024-09-30T01:47:59.283Z,13.2365,-91.0562,35,4.4,mb,51,149,1.397,0.47,us,us7000nh62,2024-10-01T03:02:13.403Z,"80 km SSW of Puerto San José, Guatemala",earthquake,6.18,1.937,0.053,105,reviewed,us,us
2024-09-30T00:48:58.740Z,18.8215,-66.075,30.42,3.14,md,19,222,0.5505,0.16,pr,pr71461358,2024-09-30T01:06:28.490Z,"39 km N of San Juan, Puerto Rico",earthquake,0.69,3.65,0.0295336735781939,8,reviewed,pr,pr
2024-09-29T21:29:48.942Z,58.9719,-154.2401,110.7,3.8,ml,,,,0.55,ak,ak024cjue5zc,2024-10-08T03:24:14.040Z,"60 km SSE of Kokhanok, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2024-09-29T21:13:38.370Z,47.5915,-122.578,30.87,2.59,ml,15,75,0.03979,0.13,uw,uw62042547,2024-10-08T03:12:25.040Z,"1 km ENE of Enetai, Washington",earthquake,0.62,0.71,0.14350268958863976,14,reviewed,uw,uw
2024-09-29T20:36:45.340Z,18.0203333333333,-66.757,15.82,3.06,md,38,131,0.03286,0.21,pr,pr71461338,2024-10-05T15:37:06.040Z,"1 km ENE of Magas Arriba, Puerto Rico",earthquake,0.31,0.46,0.135493178553969,17,reviewed,pr,pr
2024-09-29T20:02:26.489Z,-20.7721,-67.3645,194.228,4.4,mb,45,66,1.791,0.72,us,us7000nh55,2024-09-29T20:26:42.040Z,"66 km WSW of Uyuni, Bolivia",earthquake,4.47,8.02,0.067,65,reviewed,us,us
2024-09-29T19:40:55.531Z,18.8075,145.2581,236.976,4.3,mb,59,124,3.583,0.52,us,us7000nh53,2024-09-29T20:01:14.040Z,"Pagan region, Northern Mariana Islands",earthquake,6.84,7.5,0.073,53,reviewed,us,us
2024-09-29T18:48:13.512Z,69.1549,-144.4355,6.9,3,ml,,,,0.78,ak,ak024cjspv1v,2024-10-05T15:35:22.040Z,"113 km SSW of Kaktovik, Alaska",earthquake,,1.1,,,automatic,ak,ak
2024-09-29T17:50:16.198Z,36.4983,70.7965,187.853,4.4,mb,49,130,2.582,0.66,us,us7000nh4q,2024-09-29T18:05:52.040Z,"40 km S of Jurm, Afghanistan",earthquake,5.95,8.539,0.087,38,reviewed,us,us
2024-09-29T17:29:41.790Z,18.9036666666667,-67.403,3.81,3.16,md,10,229,0.5145,0.12,pr,pr71461323,2024-09-29T17:43:24.750Z,"55 km NW of San Antonio, Puerto Rico",earthquake,0.76,0.72,0.123669333493899,8,reviewed,pr,pr
2024-09-29T16:59:13.930Z,54.7133333333333,-163.463333333333,1.8,2.57,ml,13,180,0.1453,0.18,av,av93291623,2024-09-30T00:18:04.290Z,"16 km SSW of False Pass, Alaska",earthquake,0.68,1.41,0.207181185325493,13,reviewed,av,av
2024-09-29T14:49:13.550Z,47.584666666666664,-122.59466666666667,26.95,2.96,ml,137,18,0.04228,0.21,uw,uw62042407,2024-10-05T21:42:39.779Z,"0 km E of Enetai, Washington",earthquake,0.15,0.27,0.19198864102884072,156,reviewed,uw,uw
2024-09-29T11:42:52.410Z,31.8918333,-116.5555,15.1,2.53,ml,17,87,0.2081,0.26,ci,ci40748135,2024-10-01T01:47:01.530Z,"7 km ENE of Ensenada, B.C., MX",earthquake,0.52,1.84,0.146,16,reviewed,ci,ci
2024-09-29T11:09:14.196Z,2.5052,126.829,25.543,5.2,mww,93,68,1.804,1.19,us,us7000nh3j,2024-09-29T12:50:27.040Z,"156 km WNW of Tobelo, Indonesia",earthquake,6.34,4.591,0.11,8,reviewed,us,us
2024-09-29T09:47:33.220Z,36.9118333333333,-121.653333333333,6.94,4.15,mw,106,47,0.02022,0.16,nc,nc75068161,2024-10-07T20:38:23.269Z,"3 km  of Aromas, CA",earthquake,0.15,0.29,,29,reviewed,nc,nc
2024-09-29T08:06:40.650Z,31.921,-116.212,7.15,3.08,ml,22,71,0.2394,0.2,ci,ci40748063,2024-10-02T05:39:09.040Z,"39 km E of Ensenada, B.C., MX",earthquake,0.34,1.49,0.15,108,reviewed,ci,ci
2024-09-29T07:26:33.771Z,59.7957,-151.7784,55.5,2.6,ml,,,,0.19,ak,ak024cjm1f9t,2024-09-29T16:01:59.589Z,"3 km NE of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-09-29T07:20:55.313Z,59.5331,-154.904,10.2,3,ml,,,,0.78,ak,ak024cjm06lx,2024-09-30T01:43:50.035Z,"12 km NW of Kokhanok, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2024-09-29T07:05:47.171Z,6.7894,-73.1424,156.292,4.7,mb,50,43,0.893,0.76,us,us7000nh2v,2024-09-29T07:24:01.040Z,"8 km NW of Jordán, Colombia",earthquake,8.87,6.236,0.028,397,reviewed,us,us
2024-09-29T06:53:34.095Z,10.5372,124.3913,10,5.1,mww,60,55,3.64,1.06,us,us7000nh2p,2024-09-30T13:25:11.509Z,"10 km S of Poro, Philippines",earthquake,9.89,1.876,0.075,17,reviewed,us,us
2024-09-29T06:27:55.356Z,-4.1149,129.8534,31.342,4.7,mb,39,86,0.408,0.37,us,us7000nh2n,2024-09-29T06:59:47.040Z,"133 km SE of Masohi, Indonesia",earthquake,7.74,5.643,0.092,36,reviewed,us,us
2024-09-29T05:18:46.337Z,79.9698,136.8281,10,4.6,mb,75,94,8.592,0.82,us,us7000nh2f,2024-09-29T05:53:59.040Z,"north of the New Siberian Islands",earthquake,9.57,1.917,0.048,132,reviewed,us,us
2024-09-29T04:25:22.806Z,34.0907,70.953,49.326,4.5,mb,34,170,4.821,0.94,us,us7000nh29,2024-09-29T04:44:41.040Z,"17 km W of Landi Kotal, Pakistan",earthquake,12.19,9.697,0.094,33,reviewed,us,us
2024-09-29T03:32:27.161Z,44.3121,-115.1621,12.486,2.7,ml,17,64,0.306,0.32,us,us7000nh25,2024-09-30T15:25:24.220Z,"20 km WNW of Stanley, Idaho",earthquake,1.62,7.958,0.041,80,reviewed,us,us
2024-09-29T03:00:01.090Z,18.8474998474121,-155.171661376953,9.05000019073486,2.79,ml,44,268,0.4115,0.180000007,hv,hv74481442,2024-09-29T03:08:32.040Z,"49 km ESE of Naalehu, Hawaii",earthquake,0.58,0.519999981,0.5,31,automatic,hv,hv
2024-09-29T01:46:35.148Z,-21.2604,-70.2415,62.86,4.5,mb,38,139,0.445,0.67,us,us7000nh1r,2024-09-30T00:17:55.312Z,"92 km N of Tocopilla, Chile",earthquake,5.78,5.639,0.076,51,reviewed,us,us
2024-09-28T23:11:47.180Z,34.0611667,-117.5373333,14.57,3.08,ml,161,14,0.05992,0.22,ci,ci40747903,2024-10-04T18:19:03.730Z,"7 km NW of Glen Avon, CA",earthquake,0.12,0.22,0.16,257,reviewed,ci,ci
2024-09-28T22:12:29.480Z,18.1656666666667,-66.9935,16.95,2.7,md,30,37,0.08024,0.18,pr,pr71461293,2024-09-28T23:24:38.040Z,"2 km SW of Maricao, Puerto Rico",earthquake,0.23,0.52,0.0616052260746778,13,reviewed,pr,pr
2024-09-28T21:38:18.290Z,33.9678333,-118.9011667,13.76,3.08,ml,97,161,0.08645,0.26,ci,ci40747871,2024-10-02T08:58:29.219Z,"9 km WSW of Malibu, CA",earthquake,0.29,0.42,0.136,195,reviewed,ci,ci
2024-09-28T20:59:06.800Z,35.5173333,-118.3778333,4.53,2.5,ml,64,32,0.165,0.17,ci,ci40747863,2024-10-05T23:25:09.040Z,"13 km SE of Bodfish, CA",earthquake,0.14,0.64,0.16,98,reviewed,ci,ci
2024-09-28T19:56:28.995Z,38.0262,69.91,42.053,4.4,mb,38,215,0.949,1.32,us,us7000nh0t,2024-09-28T22:30:44.040Z,"13 km SW of Mŭ’minobod, Tajikistan",earthquake,5.62,8.496,0.092,34,reviewed,us,us
2024-09-28T19:41:20.907Z,51.486,-177.0244,10,3.4,ml,19,202,0.306,0.55,us,us7000nh5h,2024-10-05T23:21:40.040Z,"50 km SSW of Adak, Alaska",earthquake,1.75,1.962,0.085,18,reviewed,us,us
2024-09-28T19:34:18.702Z,56.8247,-155.4064,30.6,2.6,ml,,,,0.71,ak,ak024ci5oylq,2024-09-28T22:09:36.040Z,"76 km W of Akhiok, Alaska",earthquake,,1.5,,,automatic,ak,ak
2024-09-28T19:12:09.277Z,11.8363,-73.5207,10,4.5,mb,47,62,3.505,0.9,us,us7000nh0q,2024-09-28T19:29:46.040Z,"66 km NNW of Dibulla, Colombia",earthquake,3.92,1.918,0.058,88,reviewed,us,us
2024-09-28T18:47:16.551Z,50.998,-176.241,44.455,3.9,mb,86,98,0.871,0.77,us,us7000nh2i,2024-10-01T15:49:50.040Z,"101 km SSE of Adak, Alaska",earthquake,5.47,8.901,0.066,61,reviewed,us,us
2024-09-28T18:28:15.460Z,3.1922,125.6232,164.733,4.6,mb,76,68,2.969,0.77,us,us7000nh0m,2024-09-28T22:01:01.040Z,"201 km NNE of Bitung, Indonesia",earthquake,6.56,7.219,0.063,82,reviewed,us,us
2024-09-28T17:23:02.474Z,0.1683,-77.5497,155.159,2.9,ml,8,244,0.594,0.68,us,us7000nh0g,2024-09-28T17:35:20.040Z,"50 km ESE of Pimampiro, Ecuador",earthquake,8.83,12.522,0.097,14,reviewed,us,us
2024-09-28T17:09:55.172Z,3.0599,122.4001,539.486,4.5,mb,127,35,2.522,0.54,us,us7000nh0f,2024-09-28T21:11:46.040Z,"288 km NNW of Gorontalo, Indonesia",earthquake,9.8,6.428,0.052,119,reviewed,us,us
2024-09-28T16:52:40.597Z,-15.4248,-178.7128,10,5.1,mww,63,122,1.249,0.56,us,us7000nh0b,2024-10-01T16:11:51.040Z,"138 km SSW of Leava, Wallis and Futuna",earthquake,5.49,1.847,0.089,12,reviewed,us,us
2024-09-28T16:08:25.990Z,38.5121666666667,-119.532,3.89,2.82,md,20,97,0.04102,0.08,nc,nc75067856,2024-10-01T19:54:54.182Z,"5 km W of Walker, CA",earthquake,0.18,0.36,0.162,58,reviewed,nc,nc
2024-09-28T15:43:06.084Z,80.0092,137.186,10,4.9,mb,179,78,8.649,0.68,us,us7000ngzz,2024-09-28T17:04:20.040Z,"Lomonosov Ridge",earthquake,9.31,1.796,0.029,377,reviewed,us,us
2024-09-28T15:40:47.777Z,-11.0417,161.399,15.819,5,mww,86,44,2.14,0.63,us,us7000ngzw,2024-09-28T16:06:45.040Z,"86 km SW of Kirakira, Solomon Islands",earthquake,8.25,3.932,0.089,12,reviewed,us,us
2024-09-28T15:32:04.580Z,38.5125,-119.536666666667,3.6,3.43,mw,24,97,0.04466,0.09,nc,nc75067836,2024-10-07T18:55:59.067Z,"5 km W of Walker, CA",earthquake,0.2,0.46,,6,reviewed,nc,nc
2024-09-28T13:33:19.683Z,51.993,179.4216,188.247,4.3,mb,29,81,0.096,0.76,us,us7000ngzg,2024-09-28T17:14:49.302Z,"271 km W of Adak, Alaska",earthquake,13.44,9.326,0.044,148,reviewed,us,us
2024-09-28T13:09:25.342Z,38.0566,73.2882,10,4.6,mb,41,147,2.773,1.05,us,us7000ngzd,2024-09-28T13:56:50.040Z,"60 km WSW of Murghob, Tajikistan",earthquake,6.89,1.928,0.09,37,reviewed,us,us
2024-09-28T13:01:47.690Z,34.0165,-116.761,17.98,2.66,ml,116,24,0.04308,0.18,ci,ci40747655,2024-09-30T14:42:07.510Z,"11 km NNE of Cabazon, CA",earthquake,0.12,0.24,0.161,193,reviewed,ci,ci
2024-09-28T12:56:28.323Z,14.3687,-92.9564,49.202,4.3,mb,40,209,2.06,0.84,us,us7000ngz8,2024-09-29T06:46:40.040Z,"69 km SW of Puerto Madero, Mexico",earthquake,11.36,12.217,0.067,63,reviewed,us,us
2024-09-28T12:32:38.055Z,25.8313,141.6942,82.973,5.1,mb,61,103,1.334,0.83,us,us7000ngz7,2024-09-28T12:50:40.040Z,"Volcano Islands, Japan region",earthquake,10.31,6.89,0.057,100,reviewed,us,us
2024-09-28T12:19:38.540Z,19.1501666666667,-155.471333333333,32.32,2.58,ml,60,161,0.01016,0.11,hv,hv74480747,2024-09-30T03:08:32.670Z,"5 km S of Pāhala, Hawaii",earthquake,0.44,0.47,0.146600136482935,45,reviewed,hv,hv
2024-09-28T12:18:14.459Z,37.2959,21.2822,17.489,4.7,mb,46,52,0.526,1.05,us,us7000ngz5,2024-09-29T05:48:03.071Z,"31 km WNW of Filiatrá, Greece",earthquake,3.33,4.83,0.104,28,reviewed,us,us
2024-09-28T12:14:10.186Z,39.0734,56.0594,10,4.6,mb,34,125,1.977,1.06,us,us7000ngz3,2024-09-28T13:16:13.040Z,"21 km WNW of Serdar, Turkmenistan",earthquake,5.21,1.93,0.107,26,reviewed,us,us
2024-09-28T08:09:37.640Z,18.6556666666667,-66.7151666666667,68.28,3.21,md,17,215,0.4197,0.1,pr,pr71461283,2024-09-28T08:40:43.449Z,"20 km N of Arecibo, Puerto Rico",earthquake,0.73,0.9,0.0775625967855089,6,reviewed,pr,pr
2024-09-28T06:40:10.673Z,38.1653,-117.8881,8.5,3,ml,13,73.91,0.083,0.1271,nn,nn00885301,2024-09-28T17:35:58.233Z,"31 km SE of Mina, Nevada",earthquake,,1.1,0.55,6,reviewed,nn,nn
2024-09-28T03:28:47.200Z,34.0575,-118.8075,10.16,2.84,ml,99,96,0.02888,0.3,ci,ci40747447,2024-09-29T18:57:38.100Z,"6 km N of Malibu, CA",earthquake,0.26,0.42,0.158,192,reviewed,ci,ci
2024-09-28T03:06:12.310Z,41.8627,-126.8396,10,4.6,mb,71,174,1.907,0.67,us,us7000ngxs,2024-09-28T14:29:46.486Z,"207 km WSW of Pistol River, Oregon",earthquake,8.81,1.877,0.092,35,reviewed,us,us
2024-09-28T03:04:15.149Z,41.8543,-126.8404,10,5.1,mww,69,213,1.91,1.35,us,us7000ngxr,2024-10-08T03:14:27.654Z,"207 km WSW of Pistol River, Oregon",earthquake,3.95,2.005,0.044,49,reviewed,us,us
2024-09-28T02:08:00.418Z,59.6506,-151.8707,57.4,2.5,ml,,,,0.15,ak,ak024chvezah,2024-09-28T03:05:37.040Z,"14 km S of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-09-27T23:45:24.949Z,8.9123,40.2427,10,4.6,mb,32,262,3.652,0.55,us,us7000ngx8,2024-09-28T03:09:30.996Z,"11 km SE of Āwash, Ethiopia",earthquake,10.51,1.985,0.109,25,reviewed,us,us
2024-09-27T23:39:25.106Z,10.9783,-62.6547,107.729,4.8,mb,47,72,1.509,0.78,us,us7000ngx7,2024-09-28T00:14:32.276Z,"49 km NNE of Yaguaraparo, Venezuela",earthquake,6.53,6.848,0.043,169,reviewed,us,us
2024-09-27T22:22:50.326Z,53.8846,158.6995,151.721,4.6,mb,139,89,0.863,0.62,us,us7000ngwt,2024-09-27T22:42:14.040Z,"80 km NNE of Yelizovo, Russia",earthquake,10.03,7.394,0.044,157,reviewed,us,us
2024-09-27T22:04:23.119Z,-19.2663,169.1929,129.398,4.8,mb,24,131,3.708,0.98,us,us7000ngwr,2024-09-27T22:23:44.040Z,"Vanuatu",earthquake,11.85,8.981,0.118,22,reviewed,us,us
2024-09-27T21:56:45.857Z,-22.9511,-177.0742,153.496,4.9,mb,57,66,2.511,0.94,us,us7000ngwn,2024-09-27T22:16:33.040Z,"268 km SW of Houma, Tonga",earthquake,10.88,7.172,0.042,176,reviewed,us,us
2024-09-27T21:26:10.375Z,61.5042,-150.8353,44,2.7,ml,,,,0.56,ak,ak024cgjaqwp,2024-09-27T21:49:15.040Z,"17 km WSW of Susitna, Alaska",earthquake,,1.8,,,automatic,ak,ak
2024-09-27T17:24:53.058Z,32.409,-102.044,7.6904,3.3,ml,23,71,0.1,0.2,tx,tx2024taqv,2024-09-28T12:30:38.600Z,"33 km WSW of Ackerly, Texas",earthquake,0.6950023600920953,1.2482739331512,0.1,29,reviewed,tx,tx
2024-09-27T14:58:08.399Z,-19.9897,169.3085,103.093,5.1,mww,83,64,3.135,1.03,us,us7000ngth,2024-09-27T15:12:34.040Z,"49 km S of Isangel, Vanuatu",earthquake,6.73,4.536,0.071,19,reviewed,us,us
2024-09-27T14:16:46.663Z,67.3056,-156.1824,1.5,2.7,ml,,,,0.38,ak,ak024cgf2ncq,2024-09-27T14:19:17.576Z,"53 km NE of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-09-27T13:50:24.093Z,12.3818,142.8257,26.897,4.9,mb,51,91,4.042,0.96,us,us7000ngt9,2024-09-27T14:08:05.040Z,"222 km WSW of Merizo Village, Guam",earthquake,10.46,4.885,0.063,79,reviewed,us,us
2024-09-27T12:49:20.761Z,42.0716,-126.0152,10,3.1,ml,83,227,1.261,0.9,us,us7000ngt2,2024-09-28T08:56:55.040Z,"135 km W of Pistol River, Oregon",earthquake,6.02,2.01,0.032,130,reviewed,us,us
2024-09-27T12:31:09.382Z,55.648,-161.6594,8.116,2.6,ml,15,113,0.227,0.49,us,us7000ngwp,2024-09-28T08:36:44.040Z,"48 km SW of Nelson Lagoon, Alaska",earthquake,1.39,7.161,0.097,14,reviewed,us,us
2024-09-27T12:20:07.035Z,9.1726,40.0291,10,4.5,mb,29,104,3.63,0.71,us,us7000ngt3,2024-09-28T04:55:14.040Z,"25 km NW of Āwash, Ethiopia",earthquake,11.45,1.918,0.116,22,reviewed,us,us
2024-09-27T11:20:17.313Z,-30.8448,-179.7471,355.386,5.2,mb,76,65,2.235,0.77,us,us7000ngsr,2024-09-30T09:09:47.040Z,"Kermadec Islands region",earthquake,4.37,5.822,0.033,308,reviewed,us,us
2024-09-27T10:44:20.034Z,-24.8731,178.5262,608.427,4.6,mb,56,128,5.38,0.64,us,us7000ngsn,2024-09-27T11:14:33.040Z,"south of the Fiji Islands",earthquake,14.33,9.564,0.077,50,reviewed,us,us
2024-09-27T09:37:26.438Z,-13.6744,-171.3992,10,4.5,mb,17,91,0.439,0.65,us,us7000ngsh,2024-09-27T18:29:38.848Z,"30 km NE of Lufilufi, Samoa",earthquake,1.97,1.902,0.222,7,reviewed,us,us
2024-09-27T08:58:38.984Z,68.524,-144.2783,0,2.8,ml,,,,0.57,ak,ak024cgbr163,2024-09-27T11:45:56.040Z,"68 km NE of Arctic Village, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-09-27T08:22:03.368Z,-24.0588,-67.0014,203.742,4.3,mb,18,95,2.6,0.52,us,us7000ngs4,2024-09-27T11:26:22.040Z,"71 km WNW of San Antonio de los Cobres, Argentina",earthquake,6.03,10.7,0.168,10,reviewed,us,us
2024-09-27T08:17:17.214Z,-21.9705,-68.1872,124.314,4.3,mb,30,111,0.995,0.78,us,us7000ngs0,2024-09-27T09:11:14.040Z,"82 km S of Ollagüe, Chile",earthquake,4.36,7.619,0.106,25,reviewed,us,us
2024-09-27T06:35:29.396Z,78.7232,-19.7205,8.799,4.4,mb,43,69,6.106,0.74,us,us7000ngri,2024-09-27T07:12:43.040Z,"eastern Greenland",earthquake,8.77,5.209,0.095,32,reviewed,us,us
2024-09-27T05:56:45.184Z,-20.8471,-67.4424,181.095,4.3,mb,42,92,1.751,0.84,us,us7000ngra,2024-09-27T06:52:16.040Z,"77 km WSW of Uyuni, Bolivia",earthquake,7.99,9.102,0.088,37,reviewed,us,us
2024-09-27T05:40:55.288Z,-7.1974,147.3316,58.397,4.9,mb,45,81,2.2,1.01,us,us7000ngr9,2024-09-27T06:02:07.040Z,"64 km SE of Lae, Papua New Guinea",earthquake,8.74,7.522,0.076,55,reviewed,us,us
2024-09-27T05:27:34.450Z,18.8655,-65.8466666666667,11.01,3.32,md,12,230,0.7196,0.22,pr,pr71461258,2024-09-27T07:28:52.410Z,"48 km N of Suárez, Puerto Rico",earthquake,1.16,1.97,0.0464222397137177,8,reviewed,pr,pr
2024-09-27T04:36:20.269Z,8.9423,40.0832,10,4.9,mb,47,195,3.743,0.67,us,us7000ngr4,2024-09-28T00:28:41.641Z,"10 km WSW of Āwash, Ethiopia",earthquake,13.55,1.957,0.077,53,reviewed,us,us
2024-09-27T03:39:31.854Z,11.8785,-87.6523,51.404,5.1,mww,70,135,1.021,0.93,us,us7000ngr0,2024-09-27T13:35:29.040Z,"84 km SW of Corinto, Nicaragua",earthquake,6.64,7.701,0.08,15,reviewed,us,us
2024-09-27T02:56:30.290Z,17.7735,-96.6811,92.216,4.2,mb,43,142,1.81,1.23,us,us7000ngqq,2024-09-27T04:58:23.839Z,"6 km SSW of San Pedro Sochiápam, Mexico",earthquake,9.05,12.105,0.051,108,reviewed,us,us
2024-09-27T02:23:00.695Z,-10.9539,161.4818,10,5.3,mww,37,101,2.133,1.14,us,us7000ngqn,2024-09-27T13:27:09.040Z,"73 km SW of Kirakira, Solomon Islands",earthquake,7.68,1.785,0.098,10,reviewed,us,us
2024-09-27T02:03:20.796Z,35.0085,22.7369,58.178,4,mb,21,212,1.786,0.81,us,us7000ngql,2024-09-27T02:31:00.040Z,"89 km WSW of Palaióchora, Greece",earthquake,11,14.721,0.211,6,reviewed,us,us
2024-09-27T01:35:43.856Z,-11.4799,-13.5756,10,4.9,mb,26,110,3.608,0.67,us,us7000ngrc,2024-09-28T21:52:21.040Z,"Ascension Island region",earthquake,12.04,1.881,0.112,25,reviewed,us,us
2024-09-27T01:14:17.360Z,19.635,-68.614,83,4.18,md,18,210,0.67,0.44,pr,pr2024271000,2024-09-27T02:00:12.175Z,"85 km NNE of Miches, Dominican Republic",earthquake,5.34,13.51,0.08,15,reviewed,pr,pr
2024-09-27T00:32:30.472Z,-17.6849,-178.7441,562.148,4.2,mb,42,110,3.054,0.74,us,us7000ngqb,2024-09-30T22:28:22.040Z,"209 km ENE of Levuka, Fiji",earthquake,14.01,8.72,0.092,33,reviewed,us,us
2024-09-27T00:29:32.134Z,0.8375,-78.7836,68.193,2.9,ml,8,182,0.456,0.63,us,us7000ngqa,2024-09-30T22:21:21.040Z,"49 km S of San Lorenzo de Esmeraldas, Ecuador",earthquake,3.69,4.518,0.091,16,reviewed,us,us
2024-09-27T00:16:57.160Z,36.2056667,-118.0121667,1.16,2.72,ml,32,52,0.1547,0.18,ci,ci40746727,2024-09-30T22:12:49.040Z,"8 km S of Olancha, CA",earthquake,0.23,0.46,0.188,23,reviewed,ci,ci
2024-09-26T23:40:48.982Z,63.1817,-148.8623,63.2,2.7,ml,,,,0.71,ak,ak024cex1clr,2024-09-30T21:50:04.040Z,"23 km S of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-09-26T23:27:42.648Z,8.26,127.3102,10,4.7,mb,59,109,2.084,0.58,us,us7000ngpz,2024-09-30T21:33:29.040Z,"97 km E of Barcelona, Philippines",earthquake,8.68,1.849,0.058,90,reviewed,us,us
2024-09-26T23:16:59.262Z,-22.9373,-70.4429,35,4.4,mb,22,161,0.582,0.72,us,us7000ngpx,2024-09-30T20:54:26.040Z,"18 km N of Mejillones, Chile",earthquake,3.43,1.973,0.267,4,reviewed,us,us
2024-09-26T22:51:43.679Z,-21.3281,-66.7934,203.752,4,mb,17,100,2.326,0.77,us,us7000ngps,2024-09-30T05:16:15.040Z,"73 km SW of Atocha, Bolivia",earthquake,11.07,10.6,0.196,7,reviewed,us,us
2024-09-26T22:02:01.283Z,-41.4806,-86.4253,10,5.1,mb,84,39,10.1,0.92,us,us7000ngpk,2024-09-30T04:37:24.040Z,"West Chile Rise",earthquake,4.59,1.785,0.042,183,reviewed,us,us
2024-09-26T21:33:18.797Z,-18.8475,-178.0902,463.628,4.1,mb,30,72,3.825,0.78,us,us7000ngpg,2024-09-30T04:08:36.040Z,"287 km ESE of Levuka, Fiji",earthquake,10.17,9.072,0.112,22,reviewed,us,us
